SO Number,Date,Installation Complete,Machine Details,SerialNumber,CustomerName,Location,Region,ponumber,Ressubassembly,Resassembly,Res QA,Res Dispatch,Invoice Date,Invoice Number,Dispatch File,REMARKS,IncoTerms,SO_Date,PO_Date
6803003964,13-Oct-21,In Warranty,BS11,BISH1021080,GPO Pharma,THAILAND,ROW,5110151101,JOLDEN,NAMRATA,Rupesh,BUNTY K,23-Sep-21,DO2190000265,,ok,ok,08-Oct-21,23-Sep-21
6803003965,20-Oct-21,In Warranty,BS11,BISH1021076,Emzor Pharmaceu,NIGERIA,ROW,5110148844,JOLDEN,NAMRATA,np,BUNTY K,,,,,,08-Oct-21,13-Sep-21
6803003966,21-Oct-21,In Warranty,BS11,BISH1021086,Merko ILAC,IRAN,ROW,110150503,JOLDEN,NAMRATA,np,BUNTY K,,,,,,06-Oct-21,20-Sep-21
6803003967,21-Oct-21,In Warranty,BS11 WITH BIOMETRIC,BISH1021088,Micro Labs Limi,HOSUR,South,Pre-CRF,JOLDEN,NAMRATA,RUPESH,BUNTY K,21-Oct-21,DO2190000254,,ok,ok,27-Sep-21,30-Sep-21
6803003971,21-Oct-21,In Warranty,BS11,BISH1021087,Merko ILAC,IRAN,ROW,5110150504,JOLDEN,NAMRATA,Rupesh,,,,,,,06-Oct-21,09-Sep-21
6803003974,08-Feb-22,In Warranty,CA41,VFTH0222024,ACGI N.AMERICA,"NEW JERSEY, USA",USA,AMNEAL PO 99510,Yogendra,Ibad,np,,,,,,,11-Oct-21,11-Oct-21
6803003974,08-Feb-22,In Warranty,CS18,VFSH0222031,ACGI N.AMERICA,"NEW JERSEY, USA",USA,AMNEAL PO 99510,Yogendra,Ibad,np,bunty k.,,,,,,11-Oct-21,11-Oct-21
6803003974,08-Feb-22,In Warranty,ONLINE COLLATION SYSTEM,PCCH0222041,ACGI N.AMERICA,"NEW JERSEY, USA",USA,AMNEAL PO 99510,Yogendra,Ibad,np,bunty k.,,,,,,11-Oct-21,11-Oct-21
6803003975,24-Nov-21,In Warranty,CV10,VFSH1121022,GPO (ACG PAM),Thailand,ROW,5110153601,YOGENDRA,Vivian,Rupesh,bunty k.,,,,,,13-Oct-21,06-Oct-21
6803003976,22-Nov-21,In Warranty,CPIR CS11,VFSH1121025,HASAN DERMAPHAR,VIETNAM,ROW,HASAN/VIET/001/20218,Gilbert,AKSHAY,Rupesh,BUNTY,,,,,,13-Oct-21,23-May-21
6803003980,26-Oct-21,In Warranty,CPIR XL BPO,VFSH1021018,GPO,THAILAND,ROW,5110153598,YOGENDRA,BISWAJIT,np,BUNTY K,06-Oct-21,DO2190000262,,ok,ok,19-Oct-21,06-Oct-21
6803003981,26-Oct-21,In Warranty,CPIR XL,VFSH1021019,GPO,THAILAND,ROW,5110153600,YOGENDRA,BISWAJIT,np,BUNTY K,06-Oct-21,DO2190000263,,ok,ok,19-Oct-21,06-Oct-21
6803003982,26-Oct-21,In Warranty,CPIR XL BPO,VFSH1021020,GPO,THAILAND,ROW,5110153603,YOGENDRA,BISWAJIT,np,BUNTY K,06-Oct-21,DO2190000261,,ok,ok,19-Oct-21,06-Oct-21
6803003982,24-Nov-21,In Warranty,CV10,VFSH1121023,GPO (ACG PAM),Thailand,ROW,5110153603,YOGENDRA,Vivian,Rupesh,bunty k.,,,,,,19-Oct-21,06-Oct-21
6803003984,27-Oct-21,In Warranty,360 with Bottom Inspection,360H1021011,Alembic pharma,Gujarat,AMD,4200044118,Yogendra,Vivian,RUPESH,BUNTY K,18-Oct-21,DO2190000247,,ok,ok,20.10.2021,18-Oct-21
6803003984,27-Oct-21,In Warranty,360 with Bottom Inspection,360H1021010,Alembic pharma,Gujarat,AMD,4200044118,Yogendra,Vivian,RUPESH,BUNTY K,18-Oct-21,DO2190000247,,ok,ok,20.10.2021,18.10.2021
6803003987,24-Nov-21,In Warranty,CV10,VFSH1121024,GPO (ACG PAM),Thailand,ROW,5110153602,YOGENDRA,Vivian,Rupesh,bunty k.,,,,,,20-Oct-21,06-Oct-21
6803003988,29-Oct-21,In Warranty,BS11,BISH1021089,SUN PHARMA LAB,SIKKIM,East,4400032331,JOLDEN,GURDAS,np,bunty,18-Oct-21,DO2190000257,,ok,ok,25-Oct-21,19-Oct-21
6803003988,30-Oct-21,In Warranty,BS11,BISH1021092,SUN PHARMA LAB,SIKKIM,East,4400032331,ASHISH,GURDAS,np,bunty,18-Oct-21,DO2190000257,,ok,ok,25-Oct-21,19-Oct-21
6803003988,30-Oct-21,In Warranty,BS11,bish1021091,SUN PHARMA LAB,SIKKIM,East,4400032331,ASHISH,GURDAS,np,BUNTY K,19-Oct-21,DO2190000256,,ok,ok,25-Oct-21,19-Oct-21
6803003988,30-Oct-21,In Warranty,BS11,BIHS1021092,SUN PHARMA LAB,SIKKIM,East,4400032331,ASHISH,GURDAS,,,,,,,,25-Oct-21,19-Oct-21
6803003990,29-Oct-21,In Warranty,BS11 WITH LIDDING FOIL,BISH1021090,SUN PHARMA LAB,SIKKIM,East,4400032320,JOLDEN,GURDAS,np,bunty,21-Oct-21,DO2190000254,,ok,ok,25-Oct-21,18-Oct-21
6803003994,28-Oct-21,In Warranty,CPIRXL,VFSH1021021,AMNEAL USA,USA,USA,Pre-SO-Amneal,YOGENDRA,DEEP,np,bunty,27-Oct-21,681000303,,ok,ok,27-Oct-21,27-Oct-21
6803003999,15-Nov-21,In Warranty,CS17,CS171121005,Aizant Drugs,Hyderabad,South,PFRE CRF FOR AIZANT,Yogendra,Vivian,Rupesh,bunty k.,,,,,,11-Nov-21,11-Nov-21
6803004000,14-Dec-21,In Warranty,CV50 1BPO,CISH1221043,CADILA,GOA,West,4490128471,YOGENDRA,DEEP,np,bunty k.,,,,,,12-Dec-21,22-Oct-21
6803004001,29-Nov-21,In Warranty,BS11 + Foil,BISH1121102,Sun Pharma,Halol,AMD,PRE CRF of SUNPHARMA,JOLDEN,DEEP,,,,,,,,12-Nov-21,12-Nov-21
6803004001,29-Nov-21,In Warranty,BS11 + Foil,BISH1121101,Sun Pharma,Halol,AMD,PRE CRF of SUNPHARMA,JORDEN,DEEP,,,,,,,,12-Nov-21,12-Nov-21
6803004003,24-Nov-21,In Warranty,BS11,BISH1121099,MICRO LABS,GOA,West,3020057150,Gilbert Pereira,Namrata Walavalkar,Rupesh,BUNTY,,,,,,12-Nov-21,11-Nov-21
6803004004,24-Nov-21,In Warranty,CV50,CISH1121042,EMCURE,JUMMU,North,2500040732,YOGENDRA,DEEP,,,,,,,,12-Nov-21,09-Nov-21
6803004005,22-Nov-21,In Warranty,BS11,BISH1121098,EMCURE PHARMACE,JAMMU,North,2500040730,Gilbert Pereira,Namrata Walavalkar,Rupesh,BUNTY,,,,,,12-Nov-21,09-Nov-21
6803004005,22-Nov-21,In Warranty,BS11,BISH1121097,EMCURE PHARMACE,JAMMU,North,2500040730,Gilbert Pereira,Namrata Walavalkar,Rupesh,BUNTY,,,,,,12-Nov-21,09-Nov-21
6803004008,09-Dec-21,In Warranty,CS13,VFSHN1121003,Ajanta Pharma,Guwahati,East,4500016730,YOGENDRA,IBAD,Rupesh,,,,,,,13-Nov-21,09-Nov-21
6803004008,09-Dec-21,In Warranty,CA31,PCCH1121025,Ajanta Pharma,Guwahati,East,4500016730,YOGENDRA,IBAD,Rupesh,bunty k.,,,,,,13-Nov-21,11-Nov-21
6803004009,15-Nov-21,In Warranty,CA31,PCCH1121024,RACHEM Pharma,Telangana,South,PRE CRF for RAChem,YOGENDRA,IBAD,,,,,,,,13-Nov-21,13-Nov-21
6803004014,03-Dec-21,In Warranty,BS11,BISH1221105,ANANTA MEDICARE,RAJASTHAN,North,5110159204,Gilbert Pereira,Namrata Walavalkar,np,BUNTY,,,,,,17-Nov-21,08-Nov-21
6803004015,23-Nov-21,In Warranty,CA31,PCCH1121026,VERGO PHARMA,Goa,West,A01/2122/POS/1GL/00060,YOGENDRA,Vivian,Rupesh,bunty k.,,,,,,19.11.2021,15.11.2021
6803004015,23-Nov-21,In Warranty,CS17,CS171121006,VERGO PHARMA,Goa,West,A01/2122/POS/1GL/00060,YOGENDRA,Vivian,,,,,,,,19-Nov-21,15-Nov-21
6803004016,26-Nov-21,In Warranty,Ensura,CPIREN1121003,Amneal Pharma,Brunswick USA,USA,ACGINA PO 6931000111,Yogendra,Vivian,Rupesh,bunty k.,,,,,,20.11.2021,18.11.2021
6803004018,29-Nov-21,In Warranty,3 BPO,CISH1121041,Sun Pharma,Sikkim,East,5110157486,Gilbert Pereira,Namrata Walavalkar,Rupesh,,,,,,,22-Nov-21,26-Oct-21
6803004018,29-Nov-21,In Warranty,BS11,BISH1121100,Sun Pharma,Sikkim,East,5110157486,Gilbert Pereira,Namrata Walavalkar,Rupesh,,,,,,,21-Nov-21,26-Dec-21
6803004021,09-Dec-21,In Warranty,CS17,CS171221044,Beximco Pharma,Bangladesh,ROW,1040038020,JOLDEN,Akshay,,,,,,,,24-Nov-21,21-Nov-21
6803004021,09-Dec-21,In Warranty,CS17,CS171221007,Beximco Pharma,Bangladesh,ROW,1040038020,YOGENDRA,Akshay,NP,bunty k.,,,,,,24-Nov-21,21-Nov-21
6803004021,09-Dec-21,In Warranty,CV50,CISH1221044,Beximco Pharma,Bangladesh,ROW,1040038020,JOLDEN,Akshay,NP,bunty k.,,,,,,24-Nov-21,21-Nov-21
6803004022,26-Nov-21,In Warranty,BIS BS11,BISH1121103,PPT (Rotabiogen,PUNE,West,5110160677,YOGENDRA,DEEP,Rupesh,bunty k.,,,,,,25-Nov-21,12-Nov-21
6803004027,12-Jan-22,In Warranty,BS11,BISH1221107,ALKEM LABORATOR,PITHAMPUR,AMD,5110164118,Gilbert Pereira,Namrata Walavalkar,RUPESH,bunty k.,31-Jan-22,DO2190000363,,NA,EXW Mumbai,29-Nov-21,26-Nov-21
6803004031,30-Dec-21,In Warranty,CA41,VFTH1221020,CADILA,GOA,West,4490129989,Yogendra,VIVIAN,np,bunty k.,,,,,,24-Dec-21,22-Dec-21
6803004031,30-Dec-21,In Warranty,CA31,PCCH1221035,CADILA,GOA,West,4490129989,Yogendra,VIVIAN,np,BUNTY,,,,,,24-Dec-21,22-Dec-21
6803004031,30-Dec-21,In Warranty,CS17,CS171221008,CADILA,GOA,West,4490129989,Yogendra,VIVIAN,np,bunty k.,,,,,,24-Dec-21,22-Dec-21
6803004032,20-Dec-21,In Warranty,KIOSK,VFTH1221015,Amneal Pharma,Ahmedabad,AMD,PRE CRF FOR AMNEAL SEZ,Yogendra,Niraj Pandey,Rupesh,bunty k.,,,,,,12-Jul-21,21-Dec-21
6803004032,20-Dec-21,In Warranty,CPIRXL,VFSH1221029,Amneal Pharma,Ahmedabad,AMD,PRE CRF FOR AMNEAL SEZ,Yogendra,Niraj Pandey,Rupesh,bunty,,,,,,12-Jul-21,21-Dec-21
6803004032,20-Dec-21,In Warranty,AFC,PCCH1221033,Amneal Pharma,Ahmedabad,AMD,PRE CRF FOR AMNEAL SEZ,Yogendra,Niraj Pandey,Rupesh,bunty k.,,,,,,12-Jul-21,21-Dec-21
6803004034,31-Dec-21,In Warranty,CA41,VFTH1221019,AMNEAL PHARMA,AHMEDABAD,AMD,PRE CRF FOR AMNEAL PALI,Yogendra,VIVIAN,,,,,,,,01-Dec-21,01-Dec-21
6803004034,31-Dec-21,In Warranty,CA41,VFTH1221018,AMNEAL PHARMA,AHMEDABAD,AMD,PRE CRF FOR AMNEAL PALI,Yogendra,VIVIAN,,,,,,,,01-Dec-21,01-Dec-21
6803004034,31-Dec-21,In Warranty,CA41,VFTH1221017,AMNEAL PHARMA,AHMEDABAD,AMD,PRE CRF FOR AMNEAL PALI,Yogendra,VIVIAN,,,,,,,,01-Dec-21,01-Dec-21
6803004034,31-Dec-21,In Warranty,CA41,VFTH1221016,AMNEAL PHARMA,AHMEDABAD,AMD,PRE CRF FOR AMNEAL PALI,Yogendra,VIVIAN,,,,,,,,01-Dec-21,01-Dec-21
6803004036,02-Dec-21,In Warranty,BS11,BISH1221104,IPCA,SIKKIM,East,CR2100060 - SIKKIM - (UNIT-1),Gilbert Pereira,Namrata Walavalkar,Rupesh,bunty k.,,,,,,02-Dec-21,01-Dec-21
6803004041,09-Dec-21,In Warranty,CV10,VFSH1221027,Lupin Limited,Sikkim,East,3400143815,YOGENDRA,IBAD,RUPESH,bunty k.,,,,,,03-Dec-21,25-Nov-21
6803004045,10-Dec-21,In Warranty,KIOSK REWORK,VFTH1221014,GENUS,USA,USA,genus 11245,YOGENDRA,DEEP,RUPESH,BUNTY,,,,,,09-Dec-21,03-Dec-21
6803004047,26-Feb-22,In Warranty,VERISHIELD CA31,PCCH1221032,CADILA,GOA,West,4490129136,Yogendra,Ibad,np,bunty k.,,,,,,10-Dec-21,22-Nov-21
6803004047,26-Feb-22,In Warranty,VERISHIELD CA31,PCCH1221031,CADILA,GOA,West,4490129136,Yogendra,Ibad,np,bunty k.,,,,,,10-Dec-21,22-Nov-21
6803004047,26-Feb-22,In Warranty,VERISHIELD CA31,PCCH1221030,CADILA,GOA,West,4490129136,YOGENDRA,Ibad,NP,bunty k.,,,,,,10-Dec-21,22-Nov-21
6803004047,26-Feb-22,In Warranty,VERISHIELD CA31,PCCH1221029,CADILA,GOA,West,4490129136,Yogendra,Ibad,NP,bunty k.,,,,,,10-Dec-21,22-Nov-21
6803004048,23-Dec-21,In Warranty,AFC(CA31),PCCH1221036,INCEPTA,Bangladesh,ROW,Pre Order Incepta,Yogendra,Ibad,np,,,,,,,10-Dec-21,10-Dec-21
6803004052,18-Dec-21,In Warranty,BS11,BISH1221106,Sun Pharma,HUNGARY,ROW,Sunpharma Hungary PO113001,Gilbert Pereira,Namrata Walavalkar,Rupesh,,,,,,,15-Dec-21,30-Nov-21
6803004069,12-Jan-22,In Warranty,BS11+Foil Camera,BISH1221108,AMNEAL PHARMACE,RAJODA,AMD,5110166481,Gilbert Pereira,Namrata Walavalkar,RUPESH,BUNTY,31-Jan-22,DO2190000361,,NA,EXW MUMBAI,17-Dec-21,08-Dec-21
6803004088,08-Feb-22,In Warranty,BS11+Foil Camera,BISH0122109,MYLAN (PPT),CHENNAI,South,5110175602,Gilbert Pereira,Namrata Walavalkar,,,,,,,,06-Jan-22,25-Nov-21
6803004088,10-Feb-22,In Warranty,BIS BS11+FOIL(BISH0122109 MACHINE SEND WITH THIS SERIAL NUMBER),BISH1221109,PPT(MYLAN),PUNE,West,Pre CRF For Mylan,JOLDEN,NIRAJ PANDEY,RUPESH,BUNTY,12-Feb-22,DO2190000368,,NA,EXW MUMBAI,06-Jan-22,06-Jan-22
6803004090,31-Jan-22,In Warranty,VERISHIELD CS18,VFSH1221030,AMNEAL PALLI,PALLI,AMD,OC-21000253,YOGENDRA,AKSHAY,,,,,,,,07-Jan-22,29-Dec-21
6803004090,31-Jan-22,In Warranty,VERISHIELD CA31,PCCH1221034,AMNEAL,PALLI,AMD,OC-21000253,YOGENDRA,AKSHAY,,,,,,,,07-Jan-22,29-Dec-21
6803004092,19-Jan-22,In Warranty,BS11,BISH0122110,EMZOR PHARMACEU,NIGERIA,ROW,5110158707,Gilbert Pereira,Namrata Walavalkar,RUPESH,bunty k.,31-Jan-22,DO2190000360,,NA,FOR PAM PAC,12-Jan-22,01-Jan-22
6803004100,08-Feb-22,In Warranty,BS11+Foil Camera,BISH0222119,BAFNA (PPT),CHENNAI,South,5110172339,Gilbert Pereira,Namrata Walavalkar,Nikhil P,bunty k.,12-Feb-22,DO2190000370,,NA,EXW MUMBAI,18-Jan-22,06-Jan-22
6803004101,21-Feb-22,In Warranty,BS11,BISH0222122,PPT(KWALITY),BADDI,North,5110172904,Jolden Tuscano,Namrata Walavalkar,np,,,,,,,18-Jan-22,10-Jan-22
6803004106,21-Feb-22,In Warranty,BS11+Rejection Mechanism,BISH0122114,EGPI,EGYPT,ROW,E14/29/12/Q4,Jolden Tuscano,Namrata Walavalkar,RUPESH,,,,,,,20-Jan-22,29-Dec-21
6803004106,21-Feb-22,In Warranty,BS11 + Rejection Mechanism,BISH0122113,EGPI,EGYPT,ROW,E14/29/12/Q4,Jolden Tuscano,Namrata Walavalkar,RUPESH,,,,,,,20-Jan-22,29-Dec-21
6803004107,04-Feb-22,In Warranty,BS15 Upgradation,BISH0122115,MEDREICH LTD.,BANGALORE,South,4550011161,Gilbert Pereira,Namrata Walavalkar,RUPESH,bunty k.,28-Feb-22,DO2190000400,,Material initially sent  on Consignment basis and then we have raised attached Invoice.,FOR BANGALORE,20-Jan-22,19-Jan-22
6803004110,24-Jan-22,In Warranty,CA31,PCCH0122038,ALEMBIC PHARMA,HALOL,AMD,4200044941,Yogendra,Akshay,Rupesh,BUNTY,24-Jan-22,DO2190000351,,NA,FOR HALOL,22-Jan-26,21-Jan-22
6803004117,10-Feb-22,In Warranty,BIS BS11,BISH0222120,PPT(RACHEM),PUNE,West,5110175382,JOLDEN,NIRAJ PANDEY,RUPESH,BUNTY,DO2190000372,12.02.2022,,NA,EXW MUMBAI,31-Jan-22,19-Jan-22
6803004118,21-Feb-22,In Warranty,2 BPO,CISH0222052,PPT(AXXELENT),ANDHRA PRADESH,South,5110175511,Jolden Tuscano,Niraj Pandey,,,,,,,,31-Jan-22,19-Jan-22
6803004118,21-Feb-22,In Warranty,BS11+Foil Camera,BISH0222121,PPT(AXXELENT),ANDHRA PRADESH,South,5110175511,Jolden Tuscano,Niraj Pandey,RUPESH,,,,,,,31-Jan-22,19-Jan-22
6803004121,22-Feb-22,In Warranty,BS30,BISH0222118,BUCHON MACHINER,SOUTH KOREA,ROW,PI Ref # Buchon/Korea/061-002/2021-,Jolden Tuscano,Deep Srivastava,np,bunty k.,24-Feb-22,681000335,,NA,CIP INCHEON AIRPORT,31-Jan-22,20-Jan-22
6803004121,22-Feb-22,In Warranty,BS30,BISH0222117,BUCHON MACHINER,SOUTH KOREA,ROW,PI Ref # Buchon/Korea/061-002/2021-,Jolden Tuscano,Namrata Walavalkar,np,bunty k.,24-Feb-22,681000335,,NA,CIP INCHEON AIRPORT,31-Jan-22,20-Feb-22
6803004121,22-Feb-22,In Warranty,BS30,BISH0222116,BUCHON MACHINER,SOUTH KOREA,ROW,PI Ref # Buchon/Korea/061-002/2021-,Jolden Tuscano,Deep Srivastava,np,bunty k.,24.02.2022,681000335,,NA,CIP INCHEON AIRPORT,31-Jan-22,20-Jan-22
6803004123,08-Feb-22,In Warranty,3 BPO,CISH0122047,MYLAN (PPT),INDORE,AMD,5110175602,Gilbert Pereira,Namrata Walavalkar,,,,,,,,01-Feb-22,20-Jan-22
6803004124,26-Feb-22,In Warranty,BIS BS11,BISH0222130,ALKEM,PUNE,West,5110177602,JOLDEN,NIRAJ PANDEY,Nikhil P,,,,,,,01-Feb-22,01-Feb-22
6803004125,25-Feb-22,In Warranty,BS11,BISH0222131,ALKEM LABORATOR,PUNE,West,5110177603,JOLDEN,NIRAJ PANDEY,Nikhil P,,,,,,,01-Feb-02,29-Jan-02
6803004128,22-Feb-22,In Warranty,BS11,BISH0122111,FLAMINGO PHARMA,NANDED,West,5110177405,Jolden Tuscano,Namrata Walavalkar,RD,bunty k.,,,,,,04-Feb-22,28-Feb-22
6803004128,24-Feb-22,In Warranty,2 BPO,CISH0122048,PPT(FLAMINGO),NANDED,West,5110177405,Jolden Tuscano,Niraj Pandey,Rupesh,bunty k.,,,,,,04-Feb-22,28-Jan-22
6803004129,22-Feb-22,In Warranty,BS11,BISH0122112,FLAMINGO PHARMA,NANDED,West,5110177407,Jolden Tuscano,Namrata Walavalkar,RD,bunty k.,,,,,,04-Feb-22,28-Jan-22
6803004129,24-Feb-22,In Warranty,2 BPO,CISH0122049,PPT(FLAMINGO),NANDED,West,5110177407,Jolden Tuscano,Niraj Pandey,Ruesh,bunty k.,,,,,,04-Feb-22,28-Jan-22
6803004133,10-Feb-22,In Warranty,BIS BS11,BISH0222126,PPT(ECOPHAC),PUNE,West,5110171425,JOLDEN,NIRAJ PANDEY,RUPESH,bunty k.,12-Feb-22,DO2190000366,,NA,FOR PAMPAC,08-Feb-22,08-Feb-22
6803004134,10-Feb-22,In Warranty,BIS BS11,BISH0222128,PPT(ALFABIOMED),PUNE,West,5110179056,JOLDEN,NIRAJ PANDEY,RUPESH,BUNTY,12.02.2022,DO2190000367,,NA,EXW MUMBAI,09-Feb-22,04-Feb-22
6803004138,23-Feb-22,In Warranty,BS11,BISH0222132,PPT(INDCHEMIE),BADDI,North,5110180322,Raju Jadhav,Namrata Walavalkar,RUPESH,,,,,,,15-Feb-22,11-Feb-22
6803004141,19-Feb-22,In Warranty,BIS BS11,BISH0222133,MAYNE,USA,USA,ACGI02102022-MAYNE,JOLDEN,NIRAJ PANDEY,NIKHIL PATEL,bunty k.,24-Feb-22,681000334,,Na,FOB New jersey,17-Feb-22,10-Feb-22
6803004142,19-Feb-22,In Warranty,BIS BS11,VFTH0222025,NOVITIUM,USA,USA,PRE ORDER,YOGENDRA,AKSHAY,RD,bunty k.,24-Feb-22,681000336,,NA,CIF NEW JERSEY,17-Feb-22,18-Feb-22
6803004142,19-Feb-22,In Warranty,CA31,PCCH0222042,NOVITIUM,USA,USA,PRE ORDER,YOGENDRA,AKSHAY,RD,bunty k.,24-Feb-22,681000336,,NA,CIF NEW JERSEY,17-Feb-22,17-Feb-22
6803004142,19-Feb-22,In Warranty,360,360H0222015,NOVITIUM,USA,USA,PRE ORDER,Yogendra,Akshay,RD,bunty k.,24-Feb-22,681000336,,NA,CIF NEW JERSEY,17-Feb-22,17-Feb-22
6803004155,01-Mar-22,In Warranty,BS11,BISH0222135,PPT(ZIM LABS),NAGPUR,West,5110183249,Jolden Tuscano,Namrata Walavalkar,np,,,,,,,28-Feb-22,26-Feb-22
6803004156,01-Mar-22,In Warranty,2 BPO,CISH0222054,PPT(ZIM LABS),NAGPUR,West,5110183250,Jolden Tuscano,Namrata Walavalkar,np,,,,,,,28-Mar-22,26-Feb-22
6803545152,20-Mar-19,Out Of Warranty,afc,pcch031241,amnewqaal,mumbai,West,62514oc,vignesh,Name,QA Name,jairaj,17-Mar-18,QA12233455,,Send through separate vehicle. Customer will pay,CIF,23.03.18,06-Mar-18
6804000414,12-Dec-17,Out Of Warranty,Universal,VFSH1217030,Amneal Oncolo,Jadcherla,South,OC-17000124,Chetan Patil,Sudhir Sane,Bharat Rathod,Jairaj Bing,22-Dec-17,NA,,NA,\N,20-Feb-18,12-Feb-18
6804000414,14-Dec-17,Out Of Warranty,Scanner base collation,VFTH1217079,Amneal Oncolo,Jadcherla,South,OC-17000124,Chetan Patil,Biswajit Behera,Bharat Rathod,Jairaj Bing,23-Mar-18,NA,,NA,\N,20-Feb-18,12-Feb-18
6804000417,12-Jun-18,Out Of Warranty,BIS+LIDDING FOIL+Lidding Foil,BISH0618015,"CADMACH,VATVA",GUJARAT,AMD,85/17-18,SAVIO,Shankar Jha,NP,Bunty Kundapur,25-Jun-18,DO1890000080,,NA,Paid by ACGI,27-Feb-18,12-Feb-18
6804000419,28-Feb-18,Out Of Warranty,CPIR Nano,VFSHN0418001,AJANTA PHARMA,GUJARAT,AMD,WEFR,Chetan Patil,Sudhir Sane,saf,dfzg,04-Apr-18,NA,,dfg,dargfaedfg,,01-Apr-18
6804000424,26-Apr-18,Out Of Warranty,AFC,PCCH0418001,Amneal Pharma,AHMEDABAD,AMD,OC18000002,CHETAN PATIL,DEEP SRIVASTAVA,np,BUNTY KUNDAPUR,27-Apr-18,DO1890000014,,NA,NA,13-Apr-18,04-Apr-18
6804000424,27-Apr-18,Out Of Warranty,CPIR-XL,VFSH0418001,Amneal Pharma,Ahmedabad,AMD,OC18000002,Chetan Patil,Deep srivastava,Nikhil Patel,Nicholas,27-Apr-18,DO1890000014,,Commercial Invoice - 680904317,Road,13-Apr-18,04-Apr-18
6804000425,04-Apr-18,Out Of Warranty,CPIR XL,VFSH0618004,Amneal,Ahmedabad,AMD,OC18000001,Akshay Sankpal,Deep Srivastava,Nikhil,Bunty Kundapur,22-Jun-18,DO1890000070,,NA,Paid by ACGI,07-May-18,05-Apr-18
6804000430,29-Jun-18,Out Of Warranty,Kiosk (scanner based collation),VFTH0618015,Lupin Ltd,PITHAMPUR,AMD,3400117197,Kondiba,Deep Srivastava,BR,Bunty Kundapur,29-Jun-18,DO1890000094,,NA,Customer Pick up,31-May-18,16-May-18
6804000430,29-Jun-18,Out Of Warranty,Kiosk (scanner based collation,VFTH0618014,Lupin Ltd.,PITHAMPUR,AMD,3400117197,Kondiba,Deep Srivastava,BR,Bunty Kundapur,29-Jun-18,DO1890000094,,NA,Customer Pick up,31-May-18,16-May-18
6804000430,29-Jun-18,Out Of Warranty,Kiosk (scanner based collation),VFTH0618013,Lupin Ltd.,PITHAMPUR,AMD,3400117197,Kondiba S.,Deep Srivastava,BR,Bunty Kundapur,29-Jun-18,DO1890000094,,NA,Customer Pick up,31-May-18,16-May-18
6804000431,27-Jun-18,Out Of Warranty,Kiosk (scanner based collation),VFTH0618010,LUPIN Ltd.,NAGPUR,West,3400117199,KONDIBA,DEEP SRIVASTAVA,NP,Bunty Kundapur,29-Jun-18,DO1890000090,,NA,Customer Pick up,31-May-18,16-May-18
6804000442,22-Oct-18,Out Of Warranty,AFC,PCCH0918032,LUPIN LTD,Pithampur,AMD,3400118287,Chetan Patil,Deep Srivastava,NP,BUNTY KUNDAPUR,23-Oct-18,DO1890000225,,NAN,NA,24-Jul-18,07-Jul-18
6804000445,27-Aug-18,Out Of Warranty,AFC multi camera motorised,PCCH0818012,Lupin Limited,PITHAMPUR,AMD,3400118285,Chetan Palit,Deep Srivastava,NP,Jairaj,29-Aug-18,DO1890000162,,NA,NA,07-Aug-18,07-Jul-18
6804000445,08-Sep-18,Out Of Warranty,KIOSK,VFTH0918032,"LUPIN,LIMITED",INDORE,AMD,3400118285,JOLDEN TUSCANO,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,19-Aug-18,DO1890000186,,NA,NA,07-Aug-18,07-Jul-18
6804000445,08-Sep-18,Out Of Warranty,KIOSK,VFTH0918031,"LUPIN,LIMITED",INDORE,AMD,3400118285,JOLDEN TUSCANO,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,19-Sep-18,DO1890000186,,NA,NA,07-Aug-18,07-Jul-18
6804000445,08-Sep-18,Out Of Warranty,AFC,PCCH0918020,"LUPIN,LIMITED",INDORE,AMD,3400118285,CHETAN PATIL,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,19-Sep-18,DO1890000186,,NA,NA,07-Aug-18,07-Jul-18
6804000445,08-Sep-18,Out Of Warranty,AFC,PCCH0918019,"LUPIN,LIMITED",INDORE,AMD,3400118285,AKSHAY SANKPAL,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,19-Sep-18,DO1890000186,,NA,NA,07-Aug-18,07-Jul-18
6804000446,29-Aug-18,Out Of Warranty,AFC multi camera motorised,PCCH0818018,LUPIN LIMITED,NAGPUR,West,3400118926,CHETAN PATIL,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,07-Sep-18,DO1890000180,,NA,NA,16-Aug-18,02-Aug-18
6804000446,05-Sep-18,Out Of Warranty,Kiosk (scanner based collation),VFTH0918028,LUPIN LIMITED,NAGPUR,West,3400118926,Savio,deep srivastava,NP,BUNTY KUNDAPUR,07-Sep-18,DO1890000180,,NA,NA,16-Aug-18,02-Aug-18
6804000448,16-Oct-18,Out Of Warranty,CPIR_XL,VFSH1018010,HETERO PHARMA,HYDRABAD,South,4500389333,CHETAN PATIL,BISWAJIT BEHERA,Bharat,BUNTY KUNDAPUR,24-Oct-18,DO1890000226,,NA,NA,06-Sep-18,20-Aug-18
